Time [s],Value,Parity Error,Framing Error
3.669517500000000,85,,
3.669604625000000,44,,
3.669691708333333,4,,
3.669778833333333,54,,
3.669865958333333,11,,
3.669953083333333,3,,
3.670040208333333,1,,
3.670127291666667,0,,
3.670214416666667,64,,
3.670301583333333,13,,
3.670388666666667,2,,
3.670475750000000,0,,
3.670562875000000,51,,
3.670650000000000,45,,
3.670737083333333,0,,
3.670824208333333,0,,
3.670911333333333,252,,
3.670998458333333,255,,
3.671085583333333,255,,
3.671172708333333,255,,
3.671259791666666,168,,
3.671346875000000,14,,
3.671433958333334,0,,
3.671521083333333,0,,
3.671608166666667,206,,
3.671695291666667,7,,
3.671782333333333,0,,
3.671869458333333,0,,
3.671956541666667,2,,
3.672043666666667,1,,
3.672130750000000,3,,
3.672217833333333,54,,
3.672304916666667,0,,
3.672392000000000,0,,
3.672479125000000,0,,
3.672566291666667,0,,
3.672653375000000,0,,
3.672740458333333,0,,
3.672827583333333,0,,
3.672914708333333,0,,
3.673001833333333,16,,
3.673088916666666,1,,
3.673176041666667,141,,
3.673263166666667,63,,
3.673716083333333,85,,
3.673803166666667,44,,
3.673890291666666,4,,
3.673977416666667,54,,
3.674064583333333,11,,
3.674151666666666,9,,
3.674238791666667,2,,
3.674325916666667,0,,
3.674413041666666,0,,
3.674500166666667,13,,
3.674587333333333,2,,
3.674674416666666,0,,
3.674761500000000,51,,
3.674848625000000,45,,
3.674935750000000,0,,
3.675022875000000,0,,
3.675109958333334,252,,
3.675197083333333,255,,
3.675284208333333,255,,
3.675371291666667,255,,
3.675458458333333,168,,
3.675545583333333,14,,
3.675632666666667,0,,
3.675719750000000,0,,
3.675806875000000,206,,
3.675893958333333,7,,
3.675981041666667,0,,
3.676068125000000,0,,
3.676155250000000,2,,
3.676242375000000,1,,
3.676329458333333,3,,
3.676416541666667,54,,
3.676503625000000,0,,
3.676590750000000,0,,
3.676677833333333,0,,
3.676764958333333,0,,
3.676852041666667,0,,
3.676939166666667,0,,
3.677026291666667,0,,
3.677113458333333,0,,
3.677200583333333,16,,
3.677287708333334,1,,
3.677374791666667,91,,
3.677461916666667,147,,
3.677659416666667,85,,
3.677746541666667,21,,
3.677833625000000,4,,
3.677920750000000,169,,
3.678007875000000,11,,
3.678095000000000,9,,
3.678182125000000,3,,
3.678269250000000,0,,
3.678356333333333,0,,
3.678443416666667,13,,
3.678530541666666,3,,
3.678617666666667,0,,
3.678704791666667,3,,
3.678791875000000,40,,
3.678879000000000,15,,
3.678966125000000,40,,
3.679053250000000,15,,
3.679140375000000,41,,
3.679227458333334,15,,
3.679314583333333,148,,
3.679401708333333,138,,
4.670955416666667,85,,
4.671042500000000,14,,
4.671129583333333,4,,
4.671216666666667,102,,
4.671303791666666,11,,
4.671390875000000,3,,
4.671477958333333,4,,
4.671565041666667,0,,
4.671652125000000,64,,
4.671739250000000,14,,
4.671826375000000,1,,
4.671913500000000,1,,
4.672000625000000,215,,
4.672087708333334,64,,
4.672198625000000,85,,
4.672285708333333,14,,
4.672372833333333,4,,
4.672459916666667,102,,
4.672547000000000,11,,
4.672634125000000,3,,
4.672721166666666,5,,
4.672808250000000,0,,
4.672895333333333,64,,
4.672982416666667,14,,
4.673069541666667,2,,
4.673156666666666,0,,
4.673243791666667,29,,
4.673330875000000,127,,
4.673818458333334,85,,
4.673905541666667,44,,
4.673992666666667,4,,
4.674079750000000,54,,
4.674166833333333,11,,
4.674253958333333,3,,
4.674341125000000,6,,
4.674428250000000,0,,
4.674515333333333,64,,
4.674602416666667,13,,
4.674689541666667,2,,
4.674776666666666,0,,
4.674863791666667,51,,
4.674950875000000,45,,
4.675038000000000,0,,
4.675125166666667,0,,
4.675212291666667,252,,
4.675299416666666,255,,
4.675386500000000,255,,
4.675473541666666,255,,
4.675560625000000,168,,
4.675647750000000,14,,
4.675734875000000,0,,
4.675821958333334,0,,
4.675909083333333,206,,
4.675996208333333,7,,
4.676083333333334,0,,
4.676170458333333,0,,
4.676257541666667,2,,
4.676344666666667,1,,
4.676431750000000,3,,
4.676518875000000,54,,
4.676606000000000,0,,
4.676693125000000,0,,
4.676780291666667,0,,
